timestamp,open,high,low,close,volume,prom_dia,100_medias,48_medias,20_medias,10_medias,cambio_dia
2020-01-08,8145.92,8455.0,7870.0,8055.98,9818003235.097889,8162.5,7945.4558,7296.209270833333,7311.847,7365.791500000001,89.94000000000051
2020-01-09,8054.72,8055.96,7750.0,7817.76,5269290623.665415,7902.98,7946.844499999999,7303.399583333333,7359.51425,7441.219,236.96000000000004
2020-01-10,7817.74,8199.0,7672.0,8197.02,7539642665.853664,7935.5,7942.509049999999,7316.586666666667,7397.17575,7500.1050000000005,-379.28000000000065
2020-01-11,8198.86,8286.34,8003.16,8020.01,4713442024.962437,8144.75,7939.238399999999,7331.654479166667,7436.561250000001,7570.4045,178.85000000000036
2020-01-12,8020.01,8197.0,7960.0,8184.98,3151368593.0953565,8078.5,7938.420899999998,7353.509791666666,7477.7735,7663.372,-164.96999999999935
2020-01-13,8184.97,8196.0,8055.89,8110.34,2624912390.061773,8125.945,7938.01885,7377.096354166667,7507.668,7764.360000000001,74.63000000000011
2020-01-14,8110.34,8880.0,8105.54,8810.01,11181258140.816938,8492.77,7938.296349999999,7396.829791666667,7549.12225,7863.152499999999,-699.6700000000001
2020-01-15,8814.64,8916.48,8564.0,8821.41,7050974911.52028,8740.24,7943.5297,7422.772916666668,7613.745,7978.619000000001,-6.770000000000437
2020-01-16,8820.01,8859.81,8586.0,8720.01,4889689989.054499,8722.904999999999,7950.622499999999,7448.579999999999,7685.954,8111.993,100.0
2020-01-17,8720.15,9041.65,8672.44,8913.28,7457612276.941576,8857.045,7955.7828,7471.845729166666,7763.292249999999,8227.1785,-193.13000000000102
2020-01-18,8913.27,8988.88,8806.38,8915.96,3674431052.5722966,8897.63,7960.428250000001,7497.502916666667,7841.052500000001,8316.3135,-2.6899999999986903
2020-01-19,8915.09,9198.98,8466.0,8701.7,7485023192.345812,8832.49,7964.11195,7529.205104166667,7915.522750000001,8389.8265,213.38999999999942
2020-01-20,8701.72,8746.99,8521.28,8642.35,4037284677.027171,8634.135,7967.4774,7561.4271875,7991.441249999999,8482.7775,59.36999999999898
2020-01-21,8642.35,8789.0,8488.0,8736.03,3594811274.526343,8638.5,7970.568750000001,7588.790937500001,8061.522750000001,8552.641,-93.68000000000029
2020-01-22,8736.04,8818.0,8590.0,8682.36,2628423038.520903,8704.0,7973.896900000001,7614.415937499999,8132.694,8602.016,53.68000000000029
2020-01-23,8682.77,8691.81,8306.39,8404.52,5782951650.320086,8499.099999999999,7977.97765,7643.301354166666,8214.463,8664.566,278.25
2020-01-24,8404.52,8528.02,8238.0,8439.0,5042017368.208424,8383.01,7980.50365,7665.209374999999,8282.517,8701.8815,-34.47999999999956
2020-01-25,8438.99,8451.26,8254.9,8340.58,2963995100.9687552,8353.08,7983.84295,7682.670208333333,8334.762250000002,8690.905499999997,98.40999999999985
2020-01-26,8340.01,8618.13,8293.66,8615.0,3629856438.4173346,8455.895,7987.103999999999,7701.079583333332,8382.091250000001,8652.189499999999,-274.9899999999998
2020-01-27,8614.39,9000.0,8535.0,8907.57,6269554479.87958,8767.5,7992.0079,7721.796145833333,8426.333499999999,8625.488500000001,-293.1800000000003
2020-01-28,8907.57,9400.0,8862.4,9374.21,9126199716.563192,9131.2,7999.857799999999,7752.736770833333,8466.423749999998,8616.534000000001,-466.6399999999994
2020-01-29,9375.34,9449.24,9216.0,9301.53,6045629969.505152,9332.619999999999,8010.334799999999,7792.958020833333,8514.85875,8639.891,73.80999999999949
2020-01-30,9301.57,9578.0,9204.44,9513.21,7746584876.081821,9391.220000000001,8021.285849999999,7837.644895833334,8586.34075,8689.903999999999,-211.63999999999942
2020-01-31,9511.52,9530.22,9210.01,9352.89,4862487470.3202505,9370.115,8033.7081,7882.255625000001,8659.12675,8765.6125,158.63000000000102
2020-02-01,9351.71,9464.53,9281.0,9384.61,3215425583.9410524,9372.765,8050.671299999999,7928.677083333333,8720.395,8838.774000000001,-32.900000000001455
2020-02-02,9384.41,9477.03,9120.0,9331.51,5108149345.792487,9298.515,8070.190600000001,7975.936249999999,8785.10825,8905.6505,52.899999999999636
2020-02-03,9331.59,9618.79,9234.0,9292.24,5807698253.236146,9426.395,8082.375749999999,8023.9678125,8843.73675,8985.592,39.350000000000364
2020-02-04,9291.35,9350.0,9093.01,9197.02,5705554808.756149,9221.505000000001,8082.437800000001,8079.7030208333335,8890.418000000001,9089.9305,94.32999999999993
2020-02-05,9197.02,9744.45,9177.22,9612.04,7672898322.075262,9460.835,8080.3062500000015,8127.286458333333,8914.48125,9176.773,-415.02000000000044
2020-02-06,9612.03,9862.57,9526.35,9772.0,7664179392.464437,9694.46,8079.6041000000005,8174.196458333332,8951.37775,9277.266999999998,-159.96999999999935
2020-02-07,9772.0,9885.0,9730.0,9813.73,4957097348.938089,9807.5,8083.4387,8227.21125,8993.248499999998,9369.962999999998,-41.72999999999956
2020-02-08,9813.87,9940.0,9667.11,9895.05,5254947499.62679,9803.555,8089.459449999999,8282.621874999999,9038.741999999998,9437.592999999999,-81.17999999999847
2020-02-09,9895.04,10166.0,9880.75,10151.75,5872486214.208546,10023.375,8095.905,8334.352083333333,9087.29525,9484.6865,-256.7099999999991
2020-02-10,10151.72,10188.0,9756.0,9851.83,7302170829.660929,9972.0,8104.593750000001,8387.326354166667,9156.757249999999,9547.901999999998,299.8899999999994
2020-02-11,9851.74,10323.59,9700.0,10223.08,7648606383.261728,10011.795,8111.514,8443.058437500002,9223.43225,9608.0905,-371.34000000000015
2020-02-12,10223.08,10450.0,10223.08,10326.46,6393229780.858582,10336.54,8119.488400000001,8501.6309375,9288.822,9671.9935,-103.3799999999992
2020-02-13,10325.33,10500.0,10080.0,10229.63,9180105888.240086,10290.0,8129.7062,8564.974270833334,9380.694000000001,9775.795999999998,95.70000000000073
2020-02-14,10227.78,10381.56,10111.37,10344.36,4644485348.620942,10246.465,8139.452650000001,8629.846354166666,9476.043500000002,9862.156500000001,-116.57999999999993
2020-02-15,10344.36,10375.0,9801.0,9904.72,5586192531.317916,10088.0,8148.4627,8691.192708333334,9570.712750000002,9964.6525,439.64000000000124
2020-02-16,9904.46,10050.0,9638.12,9917.27,5248798065.976946,9844.060000000001,8156.9627,8747.021354166665,9652.318,10027.369,-12.81000000000131
2020-02-17,9910.7,9964.16,9452.67,9706.0,7084346825.554933,9708.415,8165.618299999999,8799.7284375,9706.146,10042.329000000002,204.70000000000073
2020-02-18,9706.0,10250.0,9576.01,10164.71,7447698688.074096,9913.005000000001,8174.67805,8851.309895833334,9735.00675,10032.420500000002,-458.7099999999991
2020-02-19,10164.78,10250.0,9350.0,9593.79,8222599244.426387,9800.0,8184.322150000002,8907.516770833334,9764.026,10043.3655,570.9899999999998
2020-02-20,9594.65,9699.0,9400.0,9596.42,5801543631.854424,9549.5,8193.86715,8964.420520833333,9784.465,10021.028,-1.7700000000004366
2020-02-21,9597.21,9755.51,9550.21,9677.05,3887476863.0451164,9652.86,8202.084150000002,9014.659687500001,9793.434250000002,9978.778,-79.84000000000015
2020-02-22,9677.05,9709.17,9560.02,9650.86,2094280319.771089,9634.595000000001,8210.8778,9062.88375,9807.439000000002,9942.884500000002,26.18999999999869
2020-02-23,9650.85,9990.0,9645.0,9936.4,4242663939.184393,9817.5,8220.31075,9109.302395833334,9824.243,9872.69,-285.5499999999993
2020-02-24,9936.4,9990.0,9473.56,9656.13,6270554116.972498,9731.779999999999,8232.53575,9156.1034375,9843.79825,9825.44,280.27000000000044
2020-02-25,9655.52,9675.0,9250.0,9315.84,5650424708.229631,9462.5,8245.138550000001,9192.896875,9869.312,9773.9715,339.6800000000003
2020-02-26,9316.48,9377.44,8633.63,8785.25,9348444956.740099,9005.535,8254.83515,9219.980208333332,9869.395250000001,9711.4215,531.2299999999996
2020-02-27,8786.0,8971.77,8531.0,8823.21,6458685741.735523,8751.385,8262.072900000001,9242.950104166666,9834.949,9627.569,-37.20999999999913
2020-02-28,8823.25,8900.0,8445.0,8692.91,7077374441.495828,8672.5,8268.4786,9259.947708333333,9782.14325,9531.866,130.34000000000015
2020-02-29,8690.8,8790.0,8523.55,8523.61,3235520523.087051,8656.775,8273.690150000002,9270.9425,9725.590500000002,9407.8155,167.1899999999987
2020-03-01,8523.61,8750.0,8411.0,8531.88,5748108505.211745,8580.5,8282.084250000002,9282.989895833334,9657.2605,9293.492999999999,-8.269999999998618
2020-03-02,8530.3,8965.75,8498.0,8915.24,4519230313.244668,8731.875,8295.189250000001,9292.459791666666,9587.6855,9196.592999999999,-384.9400000000005
2020-03-03,8911.18,8919.65,8651.0,8760.07,5015743281.762035,8785.325,8310.38555,9297.441145833334,9523.6895,9104.4945,151.11000000000058
2020-03-04,8760.07,8848.29,8660.0,8750.87,3413631755.9187803,8754.145,8327.281850000001,9298.380416666667,9446.12875,9019.567500000001,9.199999999998909
2020-03-05,8750.99,9159.42,8746.54,9054.68,5360565595.71412,8952.98,8345.35985,9299.03125,9369.336,8913.232,-303.6900000000005
2020-03-06,9054.64,9170.0,8985.5,9131.88,3541796407.714141,9077.75,8363.102250000002,9301.029895833335,9304.661750000001,8835.352,-77.23999999999978
2020-03-07,9130.89,9188.0,8835.0,8886.66,4221298484.0565996,9011.5,8381.404750000002,9304.782395833334,9254.149250000002,8796.877,244.22999999999956
2020-03-08,8885.25,8886.76,8000.0,8033.31,7121869525.856021,8443.380000000001,8396.50475,9308.511770833335,9212.52125,8797.4735,851.9399999999996
2020-03-09,8034.76,8179.31,7632.01,7929.87,9609572591.462633,7905.66,8404.877050000001,9304.537708333333,9149.2695,8766.673,104.89000000000033
2020-03-10,7929.87,8149.0,7728.01,7894.56,6830281841.357088,7938.505,8407.67865,9289.270208333333,9048.902250000001,8689.989000000001,35.30999999999949
2020-03-11,7894.57,7980.0,7590.0,7934.52,5236709102.860546,7785.0,8413.304450000001,9273.322395833333,8955.827500000001,8618.162,-39.95000000000073
2020-03-12,7934.58,7966.17,4410.0,4800.0,19736174516.712215,6188.085,8418.296150000002,9258.4453125,8867.6025,8538.612,3134.58
2020-03-13,4800.01,5955.0,3782.13,5578.6,16965125544.660604,4868.5650000000005,8406.970250000002,9212.717708333332,8694.36375,8284.233,-778.5900000000001
2020-03-14,5576.05,5640.52,5055.13,5172.06,4575689699.224924,5347.825000000001,8381.570899999999,9140.123645833333,8456.06225,7892.557000000001,403.9899999999998
2020-03-15,5172.48,5940.0,5093.1,5361.3,4835304210.747512,5516.55,8361.874149999998,9075.3721875,8232.5785,7551.925,-188.82000000000062
2020-03-16,5360.33,5365.42,4442.12,5028.97,7537481370.669519,4903.77,8342.5645,9007.644062500001,8021.817,7208.282000000001,331.3599999999997
2020-03-17,5028.86,5525.0,4921.45,5312.64,4965513922.4983,5223.225,8316.1533,8919.572604166666,7793.880499999999,6790.884,-283.78000000000065
2020-03-18,5312.64,5436.17,5009.37,5393.04,4664511654.056389,5222.77,8293.69125,8833.960208333334,7604.765000000001,6412.056500000001,-80.39999999999964
2020-03-19,5393.26,6400.0,5252.53,6162.37,5925415604.324898,5826.264999999999,8271.303950000001,8747.1175,7428.33425,6089.9955,-769.1099999999997
2020-03-20,6162.05,6900.0,5670.0,6208.36,7566630771.292557,6285.0,8256.7431,8673.287291666667,7286.022500000001,5882.056000000001,-46.30999999999949
2020-03-21,6204.57,6456.98,5860.02,6186.98,4360653570.07115,6158.5,8247.5873,8608.958854166667,7167.433749999999,5716.7055,17.590000000000146
2020-03-22,6187.04,6407.87,5734.01,5816.19,4417091176.381288,6070.9400000000005,8237.2958,8543.541875,7046.333750000001,5554.0555,370.85000000000036
2020-03-23,5816.05,6600.0,5688.0,6467.31,5441693088.608017,6144.0,8225.50615,8473.636562500002,6913.286999999999,5542.341,-651.2600000000002
2020-03-24,6465.25,6833.0,6371.33,6744.72,4490201531.548018,6602.165,8215.5273,8409.521875,6781.22075,5669.8845,-279.47000000000025
2020-03-25,6744.69,6957.96,6450.0,6677.43,4467395070.530552,6703.98,8210.505700000002,8349.96625,6673.621750000001,5795.3185,67.25999999999931
2020-03-26,6677.42,6780.0,6510.0,6737.36,3067994461.9383626,6645.0,8207.6155,8287.664583333333,6561.1717499999995,5914.061500000001,-59.9399999999996
2020-03-27,6737.27,6842.59,6261.0,6359.11,3281498583.4658823,6551.795,8206.554450000001,8221.779166666667,6439.53425,6088.1845,378.16000000000076
2020-03-28,6359.11,6360.0,6024.0,6236.65,3772454341.797645,6192.0,8202.697400000001,8154.034166666667,6316.549,6221.041499999999,122.46000000000004
2020-03-29,6236.65,6266.0,5866.56,5881.42,3001317214.4594316,6066.280000000001,8192.52585,8074.213854166667,6203.9800000000005,6317.9645,355.22999999999956
2020-03-30,5880.5,6599.0,5857.76,6394.38,4297818305.565341,6228.38,8181.6911500000015,7992.844687500001,6112.011,6341.966,-513.8800000000001
2020-03-31,6394.45,6523.23,6321.4,6410.44,2735428077.10116,6422.315,8172.497050000001,7914.0235416666665,6026.50475,6336.304,-15.989999999999782
2020-04-01,6412.14,6679.94,6150.11,6642.92,4413605166.248801,6415.025,8163.51515,7832.477187500001,5958.3705,6362.6855000000005,-230.77999999999975
2020-04-02,6643.36,7198.0,6551.0,6794.09,5949969178.342233,6874.5,8152.859299999999,7751.748541666668,5969.717500000001,6397.094000000001,-150.73000000000047
2020-04-03,6793.86,7048.0,6602.1,6734.1,4285750513.753359,6825.05,8148.6357,7681.499270833334,6070.01425,6470.144,59.75999999999931
2020-04-04,6732.97,6990.41,6650.01,6856.99,3240113557.6646833,6820.21,8144.88305,7613.521145833333,6143.8755,6492.432500000001,-124.01999999999953
2020-04-05,6857.41,6895.54,6677.52,6772.78,2296059123.5021214,6786.530000000001,8140.12455,7550.524270833334,6209.0585,6504.0555,84.63000000000011
2020-04-06,6772.78,7355.14,6765.0,7329.9,4679347136.395474,7060.07,8136.22845,7489.651666666668,6303.1965,6518.2085,-557.1199999999999
2020-04-07,7329.9,7459.69,7077.0,7197.32,4204321668.0336914,7268.344999999999,8133.81075,7430.215520833334,6395.03875,6569.035999999998,132.57999999999993
2020-04-08,7197.32,7420.0,7150.0,7361.28,3553986708.2772202,7285.0,8132.41195,7377.472708333334,6497.3175,6676.6705,-163.96000000000004
2020-04-09,7360.26,7371.92,7108.08,7283.54,3355079906.442226,7240.0,8132.120750000001,7330.295625,6570.25425,6798.5425000000005,76.72000000000025
2020-04-10,7283.54,7295.75,6739.98,6858.92,4414192870.531425,7017.865,8132.195699999999,7280.027708333332,6618.00425,6899.7045,424.6199999999999
2020-04-11,6858.92,6944.3,6760.0,6876.83,2110725467.5237677,6852.15,8130.2236,7225.5125,6660.972499999999,6959.2595,-17.909999999999854
2020-04-12,6876.84,7177.0,6780.0,6903.79,3432669835.230315,6978.5,8128.0589,7163.734375,6700.033,7002.972,-26.949999999999818
2020-04-13,6903.79,6903.79,6575.0,6837.91,4514468452.6357155,6739.395,8126.4637,7106.374374999999,6741.757999999999,7013.372,65.88000000000011
2020-04-14,6838.04,6978.0,6754.28,6868.7,2799693036.372848,6866.139999999999,8120.4766,7049.643020833333,6748.619499999999,7004.806500000001,-30.659999999999854
2020-04-15,6868.57,6933.0,6605.0,6621.24,2979134796.9658084,6769.0,8115.073,7005.072291666666,6756.727499999999,7009.3994999999995,247.32999999999993
2020-04-16,6621.25,7190.0,6468.27,7101.94,6014542525.87425,6829.135,8107.052500000002,6963.772604166666,6762.9275,7007.6465,-480.6899999999996
2020-04-17,7101.99,7148.12,6972.98,7027.55,2443690754.16543,7060.549999999999,8095.686900000001,6925.369166666666,6776.794500000001,6984.553,74.4399999999996
2020-04-18,7026.78,7293.08,7014.4,7248.6,2613860322.96042,7153.74,8084.667400000001,6892.114479166667,6820.221999999999,6963.7735,-221.82000000000062
2020-04-19,7248.6,7266.15,7055.6,7120.74,2278783332.5540743,7160.875,8077.175,6862.3903125,6874.594999999999,6950.647500000001,127.86000000000058
2020-04-20,7121.4,7220.0,6751.0,6826.83,4725316757.140377,6985.5,8069.42875,6829.661145833333,6921.219749999999,6942.735000000001,294.5699999999997
2020-04-21,6828.98,6940.0,6762.0,6841.37,3056462517.1838965,6851.0,8057.83625,6792.164791666666,6949.379000000001,6939.4985,-12.390000000000327
2020-04-22,6841.36,7156.38,6818.0,7125.14,2899282604.9549074,6987.1900000000005,8045.56125,6752.515937499999,6971.17775,6939.383499999999,-283.78000000000065
2020-04-23,7125.12,7738.0,7020.0,7482.39,4979149749.9423485,7379.0,8034.1736999999985,6711.561979166666,6976.81225,6940.2525,-357.27000000000044
2020-04-24,7483.96,7615.96,7388.0,7505.0,2952521533.6609726,7501.98,8023.035999999998,6676.171354166666,7004.50975,7004.213000000001,-21.039999999999964
2020-04-25,7505.0,7705.0,7431.07,7538.67,2726997633.338641,7568.035,8010.653399999998,6644.723020833332,7038.598250000001,7067.7970000000005,-33.67000000000007
2020-04-26,7539.03,7700.0,7480.0,7693.1,2857319143.4134436,7590.0,7999.1047,6626.486666666667,7077.6735,7147.700500000001,-154.07000000000062
2020-04-27,7693.1,7792.02,7606.0,7774.62,3335351050.4873905,7699.01,7986.434249999999,6619.910416666667,7104.17,7223.786999999999,-81.51999999999953
2020-04-28,7773.51,7780.0,7659.12,7738.98,2305615939.034555,7719.5599999999995,7974.448050000001,6614.9209375,7125.7032500000005,7287.633,34.530000000000655
2020-04-29,7738.58,8952.89,7710.05,8778.57,10225316128.40584,8331.47,7963.318750000001,6613.557604166667,7147.43125,7344.214999999999,-1039.9899999999998
2020-04-30,8778.58,9460.0,8401.0,8620.0,11592776476.798027,8930.5,7960.2921,6658.211458333334,7202.00475,7461.274500000001,158.57999999999993
2020-05-01,8620.0,9059.18,8613.56,8826.96,5150351421.90643,8836.369999999999,7963.2121,6742.835104166667,7297.636499999999,7655.7744999999995,-206.95999999999913
2020-05-02,8825.67,9010.0,8753.0,8972.05,3121196630.230652,8881.5,7964.5358,6815.513125,7396.847500000001,7854.311499999999,-146.3799999999992
2020-05-03,8972.58,9200.0,8712.0,8894.16,5334101278.038749,8956.0,7968.3598,6885.616249999999,7491.9974999999995,8043.7425,78.42000000000007
2020-05-04,8894.15,8950.0,8522.0,8871.96,4846427754.304208,8736.0,7974.0897,6970.037708333333,7602.8277499999995,8201.4425,22.19000000000051
2020-05-05,8871.92,9118.58,8760.0,9021.83,4579340069.933114,8939.29,7977.918900000001,7043.220520833333,7696.320749999999,8324.8445,-149.90999999999985
2020-05-06,9021.36,9395.0,8906.21,9142.92,5800280217.878231,9150.605,7982.752850000002,7120.648020833333,7804.835249999999,8461.970000000001,-121.55999999999949
2020-05-07,9143.4,10067.0,9021.0,9986.4,8748380034.258217,9544.0,7986.583900000001,7189.905104166665,7920.9087500000005,8618.0305,-843.0
2020-05-08,9986.3,10035.96,9705.0,9800.01,6287546301.990991,9870.48,7990.7119,7257.800937499999,8045.08125,8802.5295,186.28999999999905
2020-05-09,9800.02,9914.25,9520.0,9539.4,4885779770.000586,9717.125,7996.0905,7335.133854166666,8180.918250000001,9017.6215,260.6200000000008
2020-05-10,9539.1,9574.83,8117.0,8722.77,10554818327.18996,8845.915,7999.349550000001,7411.096041666667,8308.73075,9156.187,816.3299999999999
2020-05-11,8722.77,9168.0,8200.0,8561.52,9918141968.618082,8684.0,7994.1075500000015,7467.385937499999,8401.751500000002,9147.728500000001,161.25
2020-05-12,8562.04,8978.26,8528.78,8810.79,4355273248.380933,8753.52,7987.2199,7510.7575,8493.401500000002,9132.4915,-248.75
2020-05-13,8810.99,9398.0,8792.99,9309.37,4614546030.412276,9095.494999999999,7981.769950000001,7553.45625,8581.718,9119.693500000001,-498.380000000001
2020-05-14,9309.35,9939.0,9256.76,9791.98,7170243763.673712,9597.880000000001,7978.460950000001,7604.508229166667,8667.542749999999,9133.643,-482.6299999999992
2020-05-15,9791.97,9845.62,9150.0,9316.42,7115102202.885768,9497.810000000001,7982.224700000001,7667.968333333333,8772.337749999999,9219.831,475.5499999999993
2020-05-16,9315.96,9588.0,9220.0,9381.27,3396719034.035484,9404.0,7982.5944500000005,7736.8393750000005,8868.8265,9275.683,-65.31000000000131
2020-05-17,9380.81,9888.0,9322.1,9680.04,3815318387.6795373,9605.05,7979.689850000001,7806.375208333334,8959.526500000002,9301.022500000001,-299.2300000000014
2020-05-18,9681.11,9950.0,9464.23,9733.93,4657756414.436947,9707.115,7977.66535,7876.7225,9054.8285,9307.1275,-52.81999999999971
2020-05-19,9733.93,9897.21,9474.0,9775.53,4434487942.814614,9685.605,7976.700950000001,7945.155833333333,9154.20625,9290.791000000001,-41.600000000000364
2020-05-20,9775.13,9842.0,9326.0,9511.43,4345126252.304035,9584.0,7973.32325,8013.292916666666,9221.912999999999,9287.639000000001,263.6999999999989
2020-05-21,9511.43,9578.47,8815.0,9068.65,5253975395.148586,9196.735,7969.443249999999,8069.740833333334,9254.588,9361.4475,442.78000000000065
2020-05-22,9067.51,9271.0,8933.52,9170.0,2945626826.6826525,9102.26,7961.29265,8119.1509375,9272.60625,9412.721000000001,-102.48999999999978
2020-05-23,9170.0,9307.85,9070.0,9179.15,2245087908.074712,9188.925,7948.94985,8166.693645833333,9283.644250000001,9447.595,-9.149999999999636
2020-05-24,9179.01,9298.0,8700.0,8720.34,4137440446.718373,8999.0,7937.9391000000005,8216.743541666665,9295.2905,9456.938,458.6700000000001
2020-05-25,8718.14,8979.66,8642.72,8900.35,3256145970.902468,8811.189999999999,7925.46445,8257.137916666667,9308.4405,9397.050000000001,-182.21000000000095
2020-05-26,8900.35,9017.67,8700.0,8841.18,3067395717.6381865,8858.835,7912.69635,8289.280520833332,9302.0355,9328.388,59.17000000000007
2020-05-27,8841.0,9225.0,8811.73,9204.07,3152320185.304488,9018.365,7902.844099999999,8322.06875,9287.446999999998,9273.8715,-363.0699999999997
2020-05-28,9204.07,9625.47,9110.0,9575.89,3568839158.748239,9367.735,7895.943599999999,8359.118020833334,9261.165249999998,9215.203000000001,-371.8199999999997
2020-05-29,9575.87,9605.26,9330.0,9427.07,2622729721.3010087,9467.630000000001,7890.4909,8408.073645833334,9236.028,9181.265000000001,148.8000000000011
2020-05-30,9426.6,9740.0,9331.23,9697.72,2873884862.1664324,9535.615,7887.1672,8462.5628125,9223.55325,9159.4675,-271.119999999999
2020-05-31,9697.72,9700.0,9381.41,9448.27,2651116812.7082105,9540.705,7887.02835,8515.836041666667,9258.038249999998,9154.629,249.4499999999989
2020-06-01,9448.27,10380.0,9421.67,10200.77,4443703982.543773,9900.835,7885.9068,8574.196666666667,9300.8735,9189.026000000002,-752.5
2020-06-02,10202.71,10228.99,9266.0,9518.04,5178915814.686152,9747.494999999999,7888.569199999999,8637.419479166667,9358.239249999999,9268.8835,684.6699999999983
2020-06-03,9518.02,9690.0,9365.21,9666.24,2207281005.0503516,9527.605,7887.8691499999995,8699.471458333333,9390.839249999999,9324.7405,-148.21999999999935
2020-06-04,9666.32,9881.63,9450.0,9789.06,3251491068.767845,9665.814999999999,7885.8274,8755.689583333333,9387.325499999999,9377.600999999999,-122.73999999999978
2020-06-05,9788.14,9854.75,9581.0,9621.16,2972975947.6091304,9717.875,7887.860549999999,8809.9659375,9395.725750000001,9463.0635,166.97999999999956
2020-06-06,9621.17,9735.0,9531.05,9666.3,1960258973.2438033,9633.025,7894.983949999999,8863.385416666666,9411.4195,9548.9675,-45.1299999999992
2020-06-07,9666.85,9802.0,9372.46,9746.99,3583777337.0341806,9587.23,7903.80035,8914.888541666667,9412.81825,9610.4335,-80.13999999999942
2020-06-08,9746.99,9800.0,9633.0,9782.01,2349552296.0890307,9716.5,7912.94765,8969.09125,9406.824,9632.382999999998,-35.02000000000044
2020-06-09,9782.0,9877.0,9570.0,9772.43,2870556099.4055753,9723.5,7923.544900000001,9028.789166666667,9408.36875,9657.27,9.569999999999709
2020-06-10,9772.44,9992.72,9704.18,9885.0,2708577775.460249,9848.45,7934.9749,9085.795625,9415.34375,9676.0585,-112.55999999999949
2020-06-11,9885.22,9964.0,9113.0,9280.4,5666311192.856162,9538.5,7946.140649999999,9137.2425,9447.9295,9706.833,604.8199999999997
2020-06-12,9278.88,9557.12,9232.51,9465.13,2480472444.5935326,9394.815,7953.6723999999995,9179.67,9469.7415,9670.599499999998,-186.25
2020-06-13,9464.96,9494.73,9351.0,9473.34,1419673907.9929123,9422.865,7960.079099999999,9217.727916666667,9480.036,9635.3315,-8.380000000001019
