open_time,open,high,low,close,volume,number_of_trades,retorno_diario,cambio_volumen,distancia_smas,ratio_smas,valor_rsi,posicion_en_bandas,ancho_bandas,pct_change_1d,pct_change_7d,pct_change_14d,pct_change_30d,RSI,Banda_Media,Banda_Superior,Banda_Inferior,SMA_9,SMA_26,SMA_50,SMA_200,SMA,STD,RSI_14,Señal_ByR,SMA_Corta,SMA_Larga,Señal,Target
2018-09-19,6336.39,6517.7,6123.0,6391.89,39044.080082,198215,0.008749378595270363,0.19690505089820776,-873.9368999999997,0.8836995259588426,44.389181654362986,-0.5427097774735293,0.23722581480124355,0.8749378595270363,0.8404037471878789,-4.598656716417904,2.1911032096744387,38.24016610560227,6604.4625,,,6399.392222222222,6673.988461538462,6640.537200000001,7514.4741,,,,,6391.89,6391.89,,1
2018-09-20,6392.0,6540.0,6325.0,6492.0,25189.024728,153686,0.015662034234005917,-0.35485674972753223,-871.0735000000004,0.8836918502145263,47.86924322960535,-0.22742620565581212,0.23126963948468007,1.5662034234005917,0.07121519010755417,-0.3684770281199734,0.18518518518517713,49.02090316687463,6578.502,,,6421.291111111111,6664.694615384617,6618.2856,7489.359100000001,,,100.0,,6441.945,6441.945,,1
2018-09-21,6492.0,6784.86,6491.0,6759.02,51779.343463,292494,0.04113062230437459,1.055631133881985,-862.9324000000006,0.8844165839057615,55.812181964301274,0.5717119942508209,0.21616408394069192,4.113062230437459,4.360137911228534,5.683335574478465,6.259029789856463,63.239793688259475,6556.452499999999,,,6468.002222222222,6666.964615384616,6602.951799999999,7465.8842,,,100.0,,6547.636666666666,6547.636666666666,,0
2018-09-22,6759.01,6839.03,6627.0,6723.05,29349.690667,145720,-0.005321777417436335,-0.4331776205704032,-856.8798500000003,0.8849195009498527,54.60519528398842,0.628299644233414,0.19071893978865756,-0.5321777417436335,3.194033424610443,8.69839370740737,3.035091133959944,72.45109167389995,6527.504500000001,,,6494.187777777777,6659.826538461538,6589.037200000001,7445.91705,,,97.58976864976214,,6591.49,6591.49,,0
2018-09-23,6723.05,6788.23,6661.75,6708.0,30286.229773,168354,-0.002238567316917184,0.03190967552693902,-846.9066500000008,0.8860138297423249,54.0782363870916,0.7910907892738331,0.16199980348162765,-0.22385673169171838,3.1206764027670975,7.314092093664648,0.39451392173177613,69.92200095864739,6499.753500000001,,,6519.895555555555,6645.668461538462,6583.000400000001,7429.90705,,,96.5413067586805,,6614.7919999999995,6614.7919999999995,,0
2018-09-24,6706.81,6730.0,6557.0,6581.39,35305.73991,185297,-0.01887447823494326,0.16573572130377423,-842.3114000000014,0.8864266945405377,49.730328847766785,0.7054006074806953,0.10577725251541009,-1.887447823494326,5.324315976628724,4.267902408111546,-2.261035636000741,61.1054770915267,6460.870000000001,,,6527.276666666667,6628.367307692309,6574.144399999999,7416.4558,,,87.97805145280327,,6609.224999999999,6609.224999999999,,0
2018-09-25,6581.42,6584.01,6325.02,6447.54,40301.029452,219965,-0.02033764903766533,0.14148661250929173,-838.1597000000002,0.8867743226885677,45.55994507458309,-0.0043827045006516714,0.10006807619829786,-2.033764903766533,1.7531898776128596,2.4246573819165063,-3.768059701492543,55.73956664636027,6448.247,,,6520.892222222222,6607.701923076924,6564.3988,7402.5585,,,79.90842654061387,,6586.127142857143,6586.127142857143,,1
2018-09-26,6445.11,6557.99,6379.7,6465.12,33484.54207,184238,0.002726621316036848,-0.16913928687897872,-831.7330000000002,0.8874672863725545,46.1981164926156,0.1209131050491465,0.09965742794454303,0.2726621316036848,1.1456705293739322,1.995702534621091,-6.419787396651156,54.852320675105474,6445.702499999999,,,6544.94,6586.698461538462,6559.3,7391.032999999999,,,80.16575034502816,,6571.00125,6571.00125,,1
2018-09-27,6467.84,6750.0,6434.0,6689.13,33087.428297,182590,0.0346490088351028,-0.01185961486855136,-809.4282000000012,0.8902739650039552,53.65348473023295,1.3538266616330206,0.10461550019501673,3.46490088351028,3.0365064695009325,3.1098841134633792,-5.468823972493353,57.31640979147778,6460.382,,,6584.126666666667,6567.049230769232,6567.3826,7376.810800000001,,,83.13057789718846,,6584.126666666667,6584.126666666667,,0
2018-09-28,6689.12,6814.8,6540.88,6634.58,42399.448523,211849,-0.008155021654535077,0.28143680863962195,-794.8485999999994,0.8920677205126823,51.77209240026764,0.9478099771478838,0.09876869158577543,-0.8155021654535077,-1.8410953067160674,2.438768310062489,-5.6411262910277316,55.55165020561666,6482.8585,,,6611.0922222222225,6541.378846153846,6569.478400000001,7364.326999999999,,,79.99471553146678,,6589.1720000000005,6589.1720000000005,,0
