open_time,open,high,low,close,volume,number_of_trades,retorno_diario,cambio_volumen,distancia_smas,ratio_smas,valor_rsi,posicion_en_bandas,ancho_bandas,pct_change_1d,pct_change_7d,pct_change_14d,pct_change_30d,SMA_9,SMA_26,SMA_50,SMA_200,Target,SMA,STD,Banda_Superior,Banda_Inferior,RSI_14,Señal_ByR,SMA_Corta,SMA_Larga,Señal
2018-09-19,208.42,214.84,197.58,209.79,496100.46639,128769,0.0077821011673151474,-0.151045168733428,-202.95425000000006,0.5834934491633051,38.91038862445802,-0.4617782146730251,0.6803159280037377,0.7782101167315147,14.56422018348622,-8.200236292828079,-22.44648996340246,204.82000000000002,240.79615384615383,284.3232,487.27745000000004,1,,,,,,,209.79,209.79,
2018-09-20,209.79,226.68,205.56,224.0,573632.24236,172813,0.06773440106773454,0.15628240895272594,-203.66915,0.5792517376054392,44.63905531687192,-0.02187256892594149,0.6512147982847033,6.773440106773454,6.322384659198788,-2.4814976055724802,-20.344226734468897,209.13333333333333,238.73653846153846,280.395,484.06415,1,,,,,100.00000000000001,,216.89499999999998,216.89499999999998,
2018-09-21,224.0,252.11,220.66,247.73,841029.12948,257566,0.10593750000000002,0.4661468923362697,-203.91640000000007,0.5761046170322807,52.62810770719063,0.7649311533279453,0.5955378947439807,10.593750000000002,18.633272675031122,15.105473469008457,-8.519202363367807,216.3122222222222,237.715,277.13719999999995,481.0536,0,,,,,100.0,,227.17333333333332,227.17333333333332,
2018-09-22,247.67,255.13,232.7,241.01,423740.7403,127522,-0.027126306866346428,-0.4961640144830718,-204.58610000000004,0.572168439904298,50.40959850986555,0.7419735593618907,0.5234056303232489,-2.712630686634643,8.911383252745274,22.520461593208264,-12.674372259864498,219.68222222222224,235.91884615384618,273.60699999999997,478.19309999999996,1,,,,,96.64486494582854,,230.6325,230.6325,
2018-09-23,241.01,249.73,237.0,244.5,235214.14917,86877,0.014480726940790944,-0.444910232130446,-205.31330000000003,0.5683667597922155,51.551849436691434,1.1042821827070433,0.45055900876329247,1.4480726940790944,11.050551846300593,24.86594147387773,-13.048116931612075,223.64666666666665,233.95961538461538,270.3528,475.66610000000003,0,,,,,96.70666470634805,,233.406,233.406,
2018-09-24,244.54,246.2,225.3,228.06,350139.1505,122214,-0.06723926380368095,0.4885973132804118,-206.59090000000003,0.5635364485302087,46.15829882116029,0.7149515407443868,0.351189482329489,-6.723926380368095,16.262234910277318,15.678417448643156,-17.83102143757882,224.39888888888888,231.63884615384615,266.7382,473.3291,0,,,,,88.44250171655074,,232.515,232.515,
2018-09-25,228.06,228.1,203.61,219.62,710650.7097,241874,-0.037007804963606006,1.029623675859121,-207.78365000000002,0.5586664561069555,43.63432916901535,0.2944254470375606,0.34737735725606356,-3.7007804963606006,5.500312244799921,18.598120747380918,-19.93145940428015,224.33777777777777,229.16692307692304,263.025,470.80865000000006,0,,,,,84.45243671896147,,230.67285714285714,230.67285714285714,
2018-09-26,219.5,223.6,207.5,214.42,613754.27743,200388,-0.023677260723067195,-0.13634888553183133,-208.72864999999996,0.5544535349963718,42.10665526706588,0.05700608831399697,0.3418286936271549,-2.3677260723067195,2.2069688736355397,17.092616863259046,-25.473567133571994,226.36666666666667,226.5903846153846,259.7492,468.47785000000005,1,,,,,81.99791246362487,,228.64124999999999,228.64124999999999,
2018-09-27,214.38,234.0,205.01,229.13,582274.44087,185910,0.06860367503031428,-0.051290618603615834,-208.79705000000007,0.5519561691925815,47.686361047539506,0.8106220528069159,0.3469968299018672,6.860367503031428,2.2901785714285694,8.757357129295617,-22.444489574871383,228.69555555555553,224.02961538461537,257.2222,466.01925000000006,0,,,,,83.46220162739726,,228.69555555555553,228.69555555555553,
2018-09-28,229.1,234.42,215.53,221.84,618434.62488,196556,-0.031815999650853244,0.0621016164748216,-209.2499,0.5486830489585843,45.35347888502561,0.3579455880482927,0.33771283901854293,-3.1815999650853244,-10.450894118596853,6.235034958337327,-23.07905686546462,230.03444444444443,221.2,254.39300000000003,463.6429,1,,,,,79.98973733192037,,228.01,228.01,
2018-09-29,221.89,237.77,214.18,231.62,604000.95586,193800,0.04408582762351254,-0.023339037691818665,-208.96209999999996,0.5470651106868021,48.96090616253598,0.8090861025920597,0.33009394475761744,4.408582762351254,-3.8961038961038863,4.668082606534418,-18.412061009545944,230.8811111111111,218.98961538461538,252.3892,461.3513,1,,,,,81.12434568677244,,228.3381818181818,228.3381818181818,
2018-09-30,231.62,239.0,226.5,232.94,432195.44084,164400,0.005698989724548742,-0.28444576677097577,-208.77129999999994,0.5456213796248033,49.445982953607384,0.7969061598172673,0.32163442388833585,0.5698989724548742,-4.728016359918197,5.800063587228066,-17.22397924736151,229.23777777777775,216.97576923076926,250.69420000000002,459.4655,0,,,,,81.27864014882624,,228.72166666666666,228.72166666666666,
2018-10-01,233.04,235.88,224.46,231.61,322900.46128,120621,-0.005709624796084722,-0.2528832311316799,-208.6108,0.5440992317398904,48.94126917460546,0.6526298625669261,0.2874558429562637,-0.5709624796084722,1.5566079101990704,18.071982055464943,-21.676642656656853,228.1933333333333,217.09423076923076,248.96859999999998,457.5794,0,,,,,80.56405818379288,,228.94384615384615,228.94384615384615,
2018-10-02,231.62,232.51,223.37,225.69,401305.32707,148279,-0.02556020897197886,0.24281435052522893,-207.90640000000002,0.5437773719664543,46.658311228937364,0.17716676197315848,0.23526491803330093,-2.556020897197886,2.763864857481102,8.416198299466782,-23.60109678074541,226.10333333333332,216.94,247.8062,455.7126,0,,,,,77.30610986424587,,228.71142857142857,228.71142857142857,
2018-10-03,225.7,226.43,216.51,220.77,275609.26221,112473,-0.021799813904027632,-0.3132180322093624,-207.42830000000006,0.5431916767401108,44.78841933483674,-0.24168041560516945,0.22896529407976962,-2.179981390402763,2.9614774741162364,5.233805233805233,-23.632778719429925,225.29333333333335,217.15346153846153,246.6534,454.08169999999996,1,,,,,74.6058604567413,,228.182,228.182,
2018-10-04,220.67,227.16,219.49,222.66,158137.42967,64786,0.008560945780676565,-0.4262259968987999,-207.02579999999998,0.5424945305076131,45.68886547967326,-0.15409710986355807,0.21951287455724258,0.8560945780676565,-2.823724523196436,-0.5982142857142825,-21.95583596214511,225.6311111111111,218.15153846153845,245.4842,452.51,1,,,,,74.96758189471832,,227.836875,227.836875,
2018-10-05,222.66,231.75,219.35,228.37,137730.35786,54454,0.025644480373663958,-0.12904643671384664,-206.55925000000002,0.5418625806764271,48.42552857305417,0.28045860074955503,0.21921791836552973,2.564448037366396,2.943562928236565,-7.814959835304558,-0.07001268980002529,227.18111111111114,219.40384615384616,244.3082,450.86745,0,,,,,76.07631693886336,,227.86823529411765,227.86823529411765,
2018-10-06,228.36,228.86,223.15,225.4,100257.5697,35875,-0.013005210842054526,-0.27207355547634815,-206.74345,0.5397615744726653,47.09622675534549,0.018369631934971032,0.2180654569696256,-1.3005210842054526,-2.6854330368707324,-6.4769096717978485,-1.872006965607309,226.76666666666665,220.4903846153846,242.466,449.20945,1,,,,,74.2345441962061,,227.7311111111111,227.7311111111111,
2018-10-07,225.39,227.75,221.48,226.14,74733.67253,29693,0.0032830523513751597,-0.2545832424062838,-206.43770000000004,0.5387323668293842,47.483046564956766,-0.05229661957116945,0.18001970571741868,0.32830523513751597,-2.9192066626599122,-7.50920245398774,5.073877892389178,227.24444444444444,222.06576923076923,241.1066,447.5443,1,,,,,74.40083655333888,,227.64736842105265,227.64736842105265,
2018-10-08,226.26,232.7,224.21,230.01,210989.42202,77786,0.017113292650570378,1.8232176323905867,-206.27635000000006,0.5374915287679956,49.56015757794908,0.24290817860288397,0.16227421692773958,1.7113292650570378,-0.690816458702137,0.8550381478558133,16.928473387219768,227.06555555555553,223.8692307692308,239.7184,445.99475,0,227.76550000000003,9.240117039017251,246.24573407803453,209.28526592196553,75.29871577443794,,227.76550000000003,227.76550000000003,
2018-10-09,230.01,231.02,226.56,228.4,100246.1843,42266,-0.006999695665405814,-0.5248757812583726,-205.54540000000003,0.537499077452581,48.69725013216304,-0.036032427763552435,0.14368108837196134,-0.6999695665405814,1.2007621073153452,3.9978144067024823,16.64368520504571,226.56111111111113,224.55076923076922,238.87619999999998,444.4216,0,228.696,8.21482254669474,245.1256450933895,212.2663549066105,74.13376440618602,,227.7957142857143,227.7957142857143,
2018-10-10,228.4,228.78,224.05,226.74,122748.21412,54578,-0.007267950963222414,0.22446769397885213,-205.16740000000007,0.5368202852574825,47.7736440115009,-0.25665189893926843,0.1425496264326268,-0.7267950963222414,2.704171762467733,5.745732674190851,15.00887648998226,226.01999999999998,225.24000000000004,237.7868,442.95419999999996,0,228.833,8.155014666481378,245.14302933296275,212.52297066703724,72.88175967041589,,227.74772727272727,227.74772727272727,
2018-10-11,226.7,226.91,189.01,191.58,497258.82871,189200,-0.1550674781688277,3.05104735962899,-205.09100000000004,0.5352502439420123,33.34701668819928,-3.248214527415612,0.18766805005660847,-15.506747816882772,-13.958501751549445,-16.388076637716576,3.4560967707095935,222.23,224.0973076923077,236.20239999999998,441.29339999999996,1,226.02550000000002,10.604441212107913,247.23438242421585,204.8166175757842,52.61363094253998,,226.17521739130433,226.17521739130433,
2018-10-12,191.55,201.87,190.04,196.96,216448.3922,90790,0.02808226328426766,-0.5647168442207144,-205.2314,0.5334093283850158,36.506553629020864,-2.2703902733151065,0.21145077117505912,2.808226328426766,-13.753995708718303,-11.215290299314818,7.557885539536913,219.58444444444444,223.2046153846154,234.6218,439.8532,1,223.823,11.831886489260155,247.48677297852032,200.1592270214797,54.69001102051077,,224.95791666666665,224.95791666666665,
2018-10-13,196.96,202.78,196.27,201.3,107215.5262,45954,0.02203493095044684,-0.5046600942134418,-205.59320000000002,0.5312696355728868,39.017854136227584,-1.7254326196243703,0.21296613131338452,2.203493095044684,-10.692102928127767,-13.090406700630341,-4.4522498576039515,217.2111111111111,223.40230769230766,233.02399999999997,438.6172,0,221.663,11.801677891411533,245.26635578282307,198.05964421717695,56.35156418907215,,224.0116,224.0116,
