open_time,open,high,low,close,volume
2025-01-21 20:00:00,1.1e-06,1.1e-06,1.09e-06,1.09e-06,80303400031.0
2025-01-21 21:00:00,1.09e-06,1.1e-06,1.09e-06,1.1e-06,99037817349.0
2025-01-21 22:00:00,1.09e-06,1.1e-06,1.09e-06,1.1e-06,46994512862.0
2025-01-21 23:00:00,1.1e-06,1.1e-06,1.08e-06,1.1e-06,145685654181.0
2025-01-22 00:00:00,1.09e-06,1.1e-06,1.08e-06,1.1e-06,114610986325.0
2025-01-22 01:00:00,1.1e-06,1.1e-06,1.08e-06,1.08e-06,132057654579.0
2025-01-22 02:00:00,1.08e-06,1.1e-06,1.08e-06,1.09e-06,58470819960.0
2025-01-22 03:00:00,1.09e-06,1.1e-06,1.09e-06,1.1e-06,26372136406.0
2025-01-22 04:00:00,1.1e-06,1.1e-06,1.08e-06,1.09e-06,116537293461.0
2025-01-22 05:00:00,1.1e-06,1.1e-06,1.09e-06,1.09e-06,46890132979.0
2025-01-22 06:00:00,1.09e-06,1.1e-06,1.08e-06,1.09e-06,173045556969.0
2025-01-22 07:00:00,1.09e-06,1.1e-06,1.08e-06,1.09e-06,148504543719.0
2025-01-22 08:00:00,1.08e-06,1.09e-06,1.08e-06,1.08e-06,30833904082.0
2025-01-22 09:00:00,1.09e-06,1.09e-06,1.08e-06,1.08e-06,33228723882.0
2025-01-22 10:00:00,1.09e-06,1.09e-06,1.08e-06,1.09e-06,54945579333.0
2025-01-22 11:00:00,1.09e-06,1.1e-06,1.08e-06,1.1e-06,88934992948.0
2025-01-22 12:00:00,1.09e-06,1.1e-06,1.09e-06,1.09e-06,52099043035.0
2025-01-22 13:00:00,1.1e-06,1.1e-06,1.08e-06,1.08e-06,61266715980.0
2025-01-22 14:00:00,1.09e-06,1.09e-06,1.08e-06,1.08e-06,77651453799.0
2025-01-22 15:00:00,1.09e-06,1.1e-06,1.08e-06,1.08e-06,100519803863.0
2025-01-22 16:00:00,1.08e-06,1.09e-06,1.08e-06,1.08e-06,27550964442.0
2025-01-22 17:00:00,1.08e-06,1.09e-06,1.08e-06,1.08e-06,27394164204.0
2025-01-22 18:00:00,1.09e-06,1.09e-06,1.08e-06,1.08e-06,39239298770.0
2025-01-22 19:00:00,1.08e-06,1.09e-06,1.08e-06,1.08e-06,68602380363.0
2025-01-22 20:00:00,1.09e-06,1.09e-06,1.08e-06,1.09e-06,37921234903.0
2025-01-22 21:00:00,1.09e-06,1.09e-06,1.08e-06,1.08e-06,86807710876.0
2025-01-22 22:00:00,1.08e-06,1.09e-06,1.08e-06,1.08e-06,22429417569.0
2025-01-22 23:00:00,1.09e-06,1.09e-06,1.07e-06,1.08e-06,72123464939.0
